reviewDescription,ratingScore
useless buy electronics product online apple producti purchased i big brand apple amazon facing issue mobile able detect sim cardapple providing service saying mobile damaged internally however mobile damaged dropped facing bad exp brand headache useless service,1
finally upgraded i money super happy grateful still getting used larger screeneverything work perfectly game battery life software io public betabut one thing super impressed wide angle camera maybe first time result insanesomething similar fisheye lenseswill get accessory well already feel home  thanks reading,3
nice heartonfire,3
first i assumption big deal onenot upset purchase obviously proud one could better,2
pleased bought original i shifted android io new i great  lot improvement best camera marketit work good low light software much improved battery life long lastinggot k,3
good working condition,3
never thought would receive bad i amazon ordered online i taking extremely blurry photo heat quickly within minute using instagram snap called customer service replacementthey refused exchange directly first time bought i hard time saving thought camera would great taking blurry photo overheating bought r bigger discount flinkart regret buying think seller sold lower price due faulty i request replace i soon possiblesend message,1
superb mobile ever,1
mobile nice  video good quality nice battery fast bran heat,2
quality camera accurate amazon send defective product really disappointed,2
brought new i opened touch responding alli called support number gave apple support number called apple support asked visit service centre,1
 overheating charging also produce heat use normal tasksi know happening support apple click replace button show contact manufacturer trying contact apple manufacturer calling show number reachableim totally disappointed type service,1
quality good camera ok price high enough good performance,1
much hack camera also upto mark,2
 bahut heate horhai online koibi nahi lena etana mehnga  aap offline lena better hai koibi online shopping nahi karna local  sell kartehai enlog,1
battery drain fast phn get hot charging customer support also poor amazone take chrge peblms replacement,1
bought  month back performance wise great color edge peeling rapidly expected brand,2
mobile heating charging,1
big handle otherwise fine work like butter,1
waste money poor battery backup videography goodbetter buy samsung series,1
bad experience battery many performance upto mark bekar hai bhaiya mai toot gya neutralface,1
i manufacturing defect minimal use camera get heated volume button area plus zoomed x photo video shaky beyond bearable buzzing sound heard near camera reviewing week purchase since doubt seller replace sent apple service center guwahati,1
paying money brand nameandroid device samsung oneplus provide much value,2
overpriced battery backup also low,1
buy i amazon receive non apple charger cable difficult claim warranty icare amazon playing blame gamei experienced problem charger cable working icare said cable non apple product,1
mara  ko delivery huwa setting activate date ki thi ek pehla activate kase huwa without open box,1
everything  best heartsuit great battery battery great camera camerawithflash great design heartsuit,3
 amazing feature know people hate deserves liked  even cinematic mode perfect people make movie,3
product red colour look awesome sound quality great camera quality excellent love mobile,3
फलत डलवहर सवध आण तयहन वईट आमझन गरहक सव करमचर कतह रपरट कव तकरर कल तर कहह करत नह फलत करण दततपरडकट डलवहर वल तर सवतलच आमझन च मलक समजतत परसपर परडकट परत करतत गरहकश सपरक न करत,1
within month purchase first time put vibration motor working requested amazon replacement denied recommend buy apple product apple store,1
blurr display noticed day n could replace,1
 packing atampered speaker  per orginal quantity,1
hour multiple try i struck update latest version poor quality support amazon,1
bought i exchange old phome exchange  good value depreciation still giving otp delivery person asked genuinely showing app asked made change exchange value said isimply put otp show paid sure paid surge excitement paytmnow expecting answer amazonnever experienceapart  genuine good complaint,1
 good color quality frame good took  month ago color coming,2
see g option cellular mobile data,2
battery life mark,2
buy go samsung fe many feature le price good lock app creativity camera good,1
day amazon mostly bad service bad quality productsvery pathetic response amazon customer care person discussed said go contact company outlet disconnect call explainingi cannot give zero rating also,1
battery back low description show plaback hour bt hardly use hour disappointed battery nd temperature  nd  get heated usage half hour,1
received i gb pink colour two dent one top another bottom side want replace soon possible,1
similar model big change worth money,1
duplicate product recieved i box seal partially opened,1
 heating problem within minute use heating problem also support amazonamazon customer care support say  cannot return returned going  service center really disappointed amazon first time,1
could make call go speaker,1
i stopped working daysgoing deadapple denied service,1
battery drain quickly new  hate,1
month used worest experienceperformance poor,1
bought new device opened packet defective device contacted amazon replacement redirected apple despite amazon india clearly stated item replaceable within day purchase apple detected defective piece repaired reasoned new product want get repaired refurbished product said since bought amazon cannot replace bought website store would surely replaced itcame back amazon telling experience apple defective product apple suggesting would also replaced amazon please replace denied flatly asked mentioned day replacement even say word simply repeated best advice already given go apple nothing amazon end experience exhaustion frustration customer right company fat money make richer richer nothing legal extortion racket,1
opened box small dent observed edge also using one month giving reviewthis  super sound network issue getting support amazon supplier end every time person side cannot hear voice,1
except camera feature nothing great value moneyios full bug give update bug update give another bug application available paid appsbuy k camera k android  perfect option get decent camera k  pro use use k camera,2
requested person want good battery backup buy i backup hour charging one time,1
bought midnight colour  working fine white discolouration around camera lens contacted amazon denied replacement request said want service denial letter apple get replaced,1
camera good battery performance poor charging slow display ok bad experience operating system buy apple device,1
found scratch new i unable replace hateful amazon customer support team faced today,1
call screen black  hang take minute recover expected iand also price dropped purchased even amazon provided price review disappointing buy,1
withinna week  corrected amazon sell defective product,1
first i look feel premium hand definitely cannot compare chinese android sbattery sufficient normal day day use use hotspot drained hour play game cannot commentsecurity o hardware comprised intact kudos apple i stand svolume camera amazing feel next level switching chinese smart  dolby oled display feel premium ididnt explore much apple eco system ever understood need spend extra bug usual want premium user apple eco systemnothing come free fact would loose freedom android user le customisation side loadersin good way respect privacy security getting premium service market choose inew user good go i extra grand current offer get extra feature missing user forget upgrading joke worth,2
screen froze accrued new ,1
received i day ago still insert sim card make us minute automatically becomes hot may problem otherwise advice,2
is expensive part may justify price camera switched androidwould recommend switching io liked android way better file management system chartsif like owning expensive stuff go samsung flipfold series,2
i good even got k battery permanent consirn switching android,2
facing battery problem battery drop within hour ideal condition even internet thirdparty apps downloadedthis first apple  spent hardearned money feel cheated,1
whenever  call person never hear voice clear,1
bluetooth work  hit issue,2
 amazing however amazon offered user instant discount sbi debitcredit card user time payment applied purchase although used sbi debit card tried talking customer service sent email support team none resolved even heard team even month disappointment,1
clearity good,1
awesome battery life i always lack undoubtedly super camera,3
switched oneplus pro one really handy really smooth happy customer,3
expensive,3
 nice delivery late,3
decent battery life,3
charger provided booklet expecting package rest okaytimely delivered nice packing,2
look perfectly elegant bought red one amazon republic day sale price point great deal,2
mobile good comfortable best chargingand photo best build coulity bestbattery backup good hande feel good,3
long time android user bought i replacement android mid range also shoot youtube video think i offer better value k vlogging cam absolutely love camera battery backup build qualityjust word unlike android worry extended zoom g callsvery reliable definitely apple got another long time i customer,3
perfect  feature security guranteed price matter bos working like butter OKhand,3
nice product sturdy best security le data visible le ad nice product loved recommended afterall i,3
brand wise good  though expensive better much use looking safety quality brand,3
month using suddenly i got stuck apple logo pink line screen gave icare service denied service bcz said tampered device gave local service shop said motherboard corrupted battery swollen corrosion motherboard bcz water trace could occurred long back think received refurbished i everyone denied help regarding problem including amazon apple support never buy i amazon bcz end one going help u,1
want replace charging chord i working bought  st oct,2
night mode camera awesome,2
look like public place,2
need replace product soon possible camera working take lot time switching camera back front refund money replace product want new one soon possible taking picture,1
 conversation voice intermittently break making difficult person end understand communication becomes unclear frustrating affecting quality calland due network issuealso tried restart everything solution policy get replacement,1
good product must buy thank,2
buy i price range give feature,1
ever speaking problem speaker people able hear really would upset thai would nd time apple  amazon best condition,1
good ,3
awesome apple mini handy easy carry light weight effective daily usage battery effective according daily usage picture sound output always best finally completed month emi finally product mine rollingonthefloorlaughing rollingonthefloorlaughing,3
battery backup good security feature great always receive notification regard security setting app unlike android  many aspect access right masked ui brilliant speed  great,3
someone good software experience is cannot afford buy battery improved camera good look good feel good thanks amazon,3
red colour attractive redheart redheart,3
camera display battery connectivity issue faced one plus nord samsung gallrounder  never seen recommended everyone expensive,3
justified cost,2
great  plus amazing upgrade wish would bought pro version instead miss feature ,3
liked product design color camera better well,3
think great  ever seen,3
think ir little costly purchased ka charger mughe yeh  worth nhi lag rha ik ke as pas,2
 accha haikoi problem ni hai sb check kr li hun original i hai OKhand OKhand,2
good deal superb,2
overall good first i normal user problem switching extremely good camera display,2
love ,3
great ,3
good camera nice performance excellent display fabulous sound,3
good product,2
product goodbut disappointed apple company provid charger also box,3
awesome experience brand new pink i got new i today amazing experience though little difficult accept change android io said change good excited share feedback,2
work fine nothing special camera also good night expected charge  twice use lot also heat sometimes like sometimes feel smooth know value money,2
device working switched offiam able download invoice warranty documenthow get itservice center asking document,1
 great problem faced incorrect serial number invoice contacting customer service month still sorted would recommend everyone check serial number invoice actual product,1
battery drain fast priced r,2
dent edge checking trying replace product unable try many way replace please buy fom online plateform expensive ,1
product defective hr getting product found defectiveis amazon buying defeective product maple selling defective product amazon,1
bought  bcoz lot money showoff,1
 body strong,1
maja nai aaya sach bolu pichhla wala hi haikuch naya waya karte nai hai yeh apple waale bilkul maja nai aaya,1
waste money good hand feel canera good job overall apple feel,1
delivered exactoriginal colormodel expected thumbsuplightskintone,3
month since purchased great indian festival season oct quality impressive packaging impressive one thing give star amazon provide open box delivery order dottedlineface otherwise issue,2
honest review going broke buying depreciating objecti using android  since last year finally decided switch i used roast i price lack feature also thing like power adapter given box etc last android  iqoo legend lot software related issue battery issue updating android tired bug software glitch android finally decided buy i switch android io boy righti never even held i life price made great choice even spend saving iti smooth even iqoo legend hz feel slower even i hz cannot believe seeing gamesapps much smoother optimised androidi sceptical charging speed i iqoo w fast charger i buy w separate fast charger r charging speed disappointingdisplay quality truly flagship level quite fan small display believe able reach top display one hand helpful build quality greati would recommend waste extra k buying pro think extra camera telephoto lens worth spending kyou see rd image attached quality wide angle camera pic shot i wide angle camera struggle low light main camera really good capture true colour front camera really good truly flagshipspeakers greatbattery life better previous devicesios optimised term battery life easy hr sot normal usagenote playing bgmi loose around battery every minute hd extreme graphic also good pro max would far better term batteryfor software yes feel like downside even software smooth le bug two annoying thing game get paused open control centre check battery etc lock screen annoying also reach top left corner see notification also annoying clearing notification also annoyingbut perfect purchase disappointed paid i received truly happy bought ittruly worth,3
perfect i highly recommend seller great price sale  good,3
like  quite reasonable comparing is good nice use,3
bought product little expensive within month price dropped r,2
though talk lot high price is worth amount smooth touch perfect hold hand screen size look small overall could gone pro max l budget way much good battery backup low battery mode always hour talktime around hour twitter hour whatsapp usage hour song listening hour rummycandy crush game notification item battery come hour getting charged quickly within hour perfect camera love live photo option body design awesome held hand first time felt really happy design size i,3
day delivery  delivered day purchase  thrice third attempt finally received  battery life better i xr  shown picture amazon refund policy good received refund within hour,3
nothing new feature model changed,2
seal teared stricker put know whether new refurbished working confusedface confusedface confusedface,1
reviewing month usageve battery display camerave screen responding corner need click three four time portrait mode picture one plus better  got stuck three time play pubgbgmi fire button take time respond sure bgmi issue also mobile data bgmi able handle extreme graphicsnote experience new i user used oneplus earlier,2
battery backup pathetic regretting buying even one month two charge twice thrice return window closed else would returned,1
wifi issue month wifi remains connected cannot open website switching mobile network thing work well,1
good use,1
price kproblem heating issue poor battery lifethats side choice foldedhands,1
poor performance io big mistake life bought ii would tell never buy i life useless  function work well,1
 well balanced hd oled sdisplay colour accurate camera quality good even mp camera selfies portrait look good selfies indoor required little improvement done software battery back great faster transfer using airdrop getting half day battery backup normal usage overall perfect smart io experience,3
good like android,3
good charge,3
actually android user switched i user experience good camera quality meet expectation taken photo day time little low light get good quality photo night mode worst battery good moderate user  compact display quality really awesome conclusion looking privacy protect hacker definitely i safe moderate user buy model,2
good happy,3
premium product,3
real good amazing product,3
first i always feel good hold masterpiece look premium branding everything make feel premium however despite look finish transition android apple smooth may constantly lack certain feature make life easy using vivo lite still  putting feature missed forwarding anything whatsapp forwarding anything whatsapp i take bit step compared offered android make entire process slow android user app switcher apple could easily made app switcher easy light swipe instead made long pressed swipe man feature swipe make easy launch andorid dialer always missed every android basic feature search contact directly  dialer dialer used dialing number suggest similar contact contact last dial really bad dial number directly use dialer dial someone recent call log shift dial someone contact shift man done one button dialer android user miss badly sending multiple file whatsapp want add file directly whatsapp twice android one simple start selecting whatspp select many file want send single click sending multiple file go gallery folder select file first share whatsapp swipe based shifting chat status call android whatsapp switch call chat status swiping press button contact viewing contact list sorting method still mind man make easy example one contact first name middle name last name one thing start alphabet shown top list apple pls adopt one method least allow u customise many apps android much refined version apple use samsung pay samsung pay one best app making upi card payment swipe home screen samsung  series app open payment miss badly lack dual messenger facility cannot use two different whatsapp number  supported android right nowthese issue face right apart  good sound loud clear feel premium hand touch good face id work like charm gesture control customisation really good customise lot thing,3
i gb surpassed expectation every aspect setting new standard smart excellence sleek design powerful performance innovative feature device truly redefined mean premium smartdesign build qualitythe i design masterpiece craftsmanship featuring sleek aluminum frame stunning ceramic shield front cover device feel incredibly premium hand compact form factor exquisite attention detail ip water dust resistance provide added durability peace mind making perfect everyday usedisplaythe super retina xdr display i nothing short breathtaking inch oled screen delivers vibrant color deep black excellent brightness level ensuring immersive viewing experience everything streaming video browsing web true tone technology adapts display ambient lighting condition providing comfortable viewing experience time,3
using apple i blue six month fantastic takedesignthe blue color look really cool  feel premium sleek comfortable holdscreenthe display sharp bright watching video scrolling photo look amazingspeedthis  super fast issue lag even playing game multitaskingcamerathe camera awesome photo come clear vibrant work great low light video recording topnotch batterythe battery life solid get full day easily even heavy use fast charging nice plussoftwareios smooth easy use love well work apple devicesoverall i great  really happy definitely recommend,3
first i always feel good hold masterpiece look premium branding everything make feel premium however despite look finish transition android apple smooth may constantly lack certain feature make life easy using samsung lite still  putting feature missed forwarding anything whatsapp forwarding anything whatsapp i take bit step compared offered android make entire process slow android user app switcher apple could easily made app switcher easy light swipe instead made long pressed swipe man feature swipe make easy launch andorid dialer always missed every android basic feature search contact directly  dialer dialer used dialing number suggest similar contact contact last dial really bad dial number directly use dialer dial someone recent call log shift dial someone contact shift man done one button dialer android user miss badly sending multiple file whatsapp want add file directly whatsapp twice android one simple start selecting whatspp select many file want send single click sending multiple file go gallery folder select file first share whatsapp swipe based shifting chat status call android whatsapp switch call chat status swiping press button contact viewing contact list sorting method still mind man make easy example one contact first name middle name last name one thing start alphabet shown top list apple pls adopt one method least allow u customise many apps android much refined version apple use samsung pay samsung pay one best app making upi card payment swipe home screen samsung  series app open payment miss badly lack dual messenger facility cannot use two different whatsapp number  supported android right nowthese issue face right apart  good sound loud clear feel premium hand touch good face id work like charm gesture control customization really good customize lot thing,2
purchasing i genuinely impressed performance feature detailed review based experience design build qualitythe i feel incredibly premium hand flat edge matte finish back give sleek modern look build quality topnotch ceramic shield front adding layer durability give confidence longevity displaythe inch super retina xdr display absolutely stunning color vibrant black deep making everything photo video look fantastic brightness level impressive even direct sunlight screen remains perfectly readable slightly smaller notch nice touch offering bit screen space performancethe bionic chip powerhouse i handle everything throw ease multitasking gaming apps open almost instantly lag whatsoever clear  built speed efficiency camerathe camera system i standout feature mp wide ultrawide lens capture stunning photo great detail color accuracy lowlight performance particularly impressive thanks sensorshift optical image stabilization new photographic style cinematic mode fantastic addition allowing creative freedom professionallooking video battery lifebattery life pleasant surprise easily get full day use single charge even heavy usage efficiency bionic chip slightly larger battery make noticeable difference compared previous model softwareios smooth intuitive new feature like focus mode enhanced facetime capability improved privacy control make user experience even better everything feel wellintegrated easy use overall impressionthe i exceeded expectation offer perfect balance performance design innovative feature whether stunning display powerful camera system impressive battery life every aspect  feel wellthoughtout polished highly recommend anyone looking premium smart experience,2
good product,2
satisfied product schedule,2
stunning display super retina xdr display vibrant sharp making everything photo video look fantasticperformance powered bionic chip i handle multitasking gaming demanding apps ease,2
loving,2
well i,3
decent  working like charm,3
got k amazon prime day lifelong android user switched io dividing pro negsproduct red gbpros received genuine product amazon quite sceptic though built quality excellent camera quality excellent true life color reproduction indoor condition amazing night photo good facial tone good day click amazing short amazing exp selfie cam also produce good quality image also shift dynamic range shifting bw wide ultra wide cam display really great display hz experience le hz coz apple great software optimization buttery smooth jitter screen feel like hz panel notch yes bothering little bit got function face unlock stuff work great environmental conditionsafter little get adjusted got magic function like  ring go close detects presence lower vol level performance powerful processor world battery light usage easily go day heavy day remember follow charging pattern give solid battery exp speaker loud small thumpcons keep photo stuff need buy storage gb default nothing download google photo alternate sol want buy storage file management system suck android much better dolby atmos need subscription apple music telephoto cam think must price point somehow getting g airtel know android  always used get usb c siri dumb af apple map good download google map google keypad much better apple notification panel small thing like typing notification panel thing android much much better apple haptic feedback typing maybe coming io note apple ecosystem still exploring part whenever click pic automatically get updated see macbook alsooverall would say planning buy  responsiveness everyday stuff without hanging problem stuff buy also planning keep long time think good investment future got great resale valuehope help making decision easierupdate week usageall point remains check ecosystem experience amazing receive make  call cellular call macbook call quality also goodso basically keep  section house working macbook somewhere else call come receive macbook p  macbook connected similar network ie wifi airplay lock screen play video also listen music  basically watch youtube amazon prime videosapp macbook present  stuff also listen music switch device also seamless someone house use macbook watch movie amazon primeplaying  browse linkedin fb i,2
affordable priced i great build quality fabulous user experience,3
used  smooth fast camera quality natural photo performance great play call duty nice slightlysmilingface thumbsup,2
using  since year good,3
word excellent  usual amazon,3
nice product,3
father gift,3
thing beastbattery drain hi nahi hoti nazar na lagey,3
product great,3
heat fastly battery drop soon,2
switched oneplus i reason switched battery life oneplus deteriorated rapidly oneplus hardly cared explain also suspected oneplus deliberately created bug led sudden drop battery life wanted get android  could find even one decent  heating issue oneplus device also suffered screenburnhaving switched battery life sorted  heating issue is lack basic feature display date time status bar rounded edge  create problem apps option bottom screen properly displayed amazon app allow purchase kindle book io device typing problem screen smaller compared oneplus deviceoverall neither happy sad purchase though must confess price  seems exorbitant vi vi value delivered,2
first foremost thing camera okayish hyped one found equivalent k range android battery backup top notchdisplay goodios really bad pensiveface cannot tweak play around like android use itunes rd party app copy filesfor time review io user upgrade android user way better option ijust go hype end buying opinion value money product worth,2
 good worth price price segment get far better option android,1
brand best facing problem i getting warmer heated used long time like continuously minute provider read review please answer get fixed thank,2
product unserviceable within day submitted icare,2
mark somany glitch contact service support centre physically advise formate reset mobile want mobile show go better option higher end androidsiri working properheating issuesback button missing,2
received i ordered amazon front camera rear camera torch face id working need replace product iam sold defective i proper response customer service team finally product replaced iam forced service waste moneyplease buy  amazon,1
battery draining fast also get option replace also charge r charger charge i slowly,2
really bad experience apple purchased i may aug got screen flickering issue whole screen turned blue took icare took  week returned back saying could replicate issue week using th sep io upgrade issue repeating blue screen th sep whole screen turned black asked apple replacement new device paying much money hardly using month want use repaired i contacted apple saying helping replacement,1
good expected,2
go feel ver small buying i fee small an compared android  get bigger screen c type charging port better buy i pro get inch display c type charging port also video stable,2
le year facing overnight battery draining issue give example charged  yesterday pm today morning battery got drained upto even touched  tried many thing using low power mode stopped background application refreshing even turned wifimobile data location costliest  bought last year serious battery issue,1
battery backup poor,1
still trying understand computation one hand understand shift android ii thought hanging would never happen seems would need optimise usage among different apps understand shift betterif trying shift androud best try pro pro max would notice shift,2
find i much utility even month usage problem facedsiri neither hears command performs action timesdoesnt split screen becomes impossible multitask eg making note watching videocant take long screenshots unless reading bookwifi take lot time connectcalculator basic even history ongoing transaction forget storing previous transactionsno option record call person record youwhatsapp io cannot strikethrough monospace forward share option quite time consuming cannot edit status privacy selected medium file photosvideos uploaded mentioning feature whatsapp app used i user indiathere good thing i include toggle switch quickly silence  battery life good display strain eye easily picture quality good broad daylight tone darker real use editing feature every time however copy paste edits feature let u apply editing feature except rotation many photo,2
everything good except delivery service amazon amazon take responsibility anythings happens delivery,2
good i good camera mean doubt camera bad worst expect camera default wider samsung  went x man widest think  want take wide shot  else stick android would say mention exciting o man got use o life happening want slow downpun intended telling using like month battery life good io update meh,2
disappointed due system performance serious network issue support customer care support suggested update asked submit service centre,1
really happy camera quality seem like i picture especially night pic r really blur,1
pay stupid  make sense especially even pack charger hz display expensive  buy google pixel  instead,1
big upgrade i except changed camera designed apple stop fooling u,1
apple quality pathetic poor quality product delivered started hanging day post purchase amazon requested ensure return refund replace,1
 much heating clicking photo watching video also paint scratch back side near camera lens look like  original,1
excellent product amazon great like jeff bezos,3
performance  nice,3
nice  iam fully satisfied ,3
value money hard tough working normal even sinking water two time,3
thinking buy i se zyada acha camera quality lagano heatingfast chargingdam good displaybeast performancevery good soundand medium small personally likecamera outstanding,3
battery time low often need charge two time day,2
 email sm management extremely unfriendly primitive restrictiveunnecessary animation actionvery bad user experience,1
need immediate replacement i,1
dust particle back camera,1
camera battery screen speaker quality bad,1
overheating,1
rest thing great like speed rear camera battery disappointed front camera even k android  better front cam specially low light low light selfie look like taken basic android ,2
bad product ever seenbatery alsovery poor one thing good performance,1
worst i ever unbelievable issue like frozen screen hang lot miss behaving charging glitch switching normal bluetooth apps many,1
buy samsung worth hz boycott apple product standard  huge notch,1
performance star star star star star sound quality star star star star star star star star star star,3
overall great value money considering long future run usage compared androidhave using one plus device since performance good thinking within good price aspect long run suggest go,3
thinking buying many year avoided due high price finally bought satisfied productmainly missing normal head jack,3
android user never thought would able switch io liking different android still thing io better,3
battery life good camera quality good touch response fabulous lagging playing game switched android io good,3
hang little ui cleaner camera bonkers good durability  dropped normal case multiple time nothing happened,3
great happy feel part apple android excellent  superb picture quality nice battery life finger sensor amazing mobile far,3
thought upgrading would hassle could transfer data easily never even connect pc download app,3
always android user boy impressed i smoothness  offer unmatchable,3
apple i gb pink offer combination elegant design solid performance advanced feature detailed review design buildthe i pink sport sleek refined design flat edge ceramic shield front cover aerospacegrade aluminum edge pink color option soft subtle making attractive choice prefer pastel look device feel premium hand compact size make comfortable use onehanded displaythe inch super retina xdr display vibrant sharp providing excellent color accuracy contrast whether streaming video browsing photo playing game display offer rich visual experience smaller notch compared previous model also allows slightly screen real estate performancepowered bionic chip i delivers fast efficient performance whether multitasking gaming using resourceintensive apps device handle everything smoothly gb storage variant provides ample space apps medium file making good option user require storage camerathe dualcamera system feature mp wide mp ultrawide lens camera perform exceptionally well various lighting condition producing detailed vibrant photo improved lowlight performance night mode make possible capture clear image even dim setting new photographic style feature allows customization tone color photo without compromising overall quality battery lifethe i offer improved battery life compared predecessor moderate use device easily last full day single charge introduction smart data mode switch g lte depending usage also help conserving battery softwarerunning io i brings range new feature enhancement focus mode redesigned notification improved facetime capability user interface smooth intuitive making easy navigate apps setting additional feature g connectivity offer faster download upload speed improving overall browsing streaming experience magsafe compatibility device support magsafe accessory allowing easy attachment charger wallet accessory water dust resistance i rated ip meaning withstand submerged water meter minute conclusionthe i gb pink solid choice looking stylish powerful smart combine toptier performance beautiful display excellent camera capability long battery life may massive upgrade user i still offer enough enhancement worthy investment using older model wanting latest feature,3
 awesome well packed totally freshed transparent delivery must order pocket allows heartexclamation,3
camera obviously amazing apart taking picture battery backup amazing inbulit imessage ultimate feature emojis way much cute,3
outstanding  camera delivered one day amazing experience amazon shifted android io,3
hi want switch android i someone please shopping thank god always bless,3
best  ever using i upgrade thanks amazon thank lot,3
battery fabulous camera great,3
awesome,3
superb mobile,3
nice camera feature,3
returned item due got i lesser price ordered blue bluecircle color pink one better look feel,3
security camera quality good problem fon get heated bit use bit long otherwise good,3
bigger battery rest ok,2
camera quality goodbest OKhand battery life good best OKhand performance goodbest OKhand touch display low speed good sadbutrelievedface remaining good OKhand,3
battery getting reacharge taking time full hr get dont like,2
apple  expensive compared android trust guy worth penny,3
nice  future update proof next year,3
like display ava camera quality,3
i worth moneyunless bjp something full corrupt money go ahead,1
really need upgrade bought new i last year anyone i older find enough new part feature consider new modelsscreenthe screen notably better last year first i apple promotion display high refreshrate screen technology introduced ipad pro screen adjust content page help save battery life make thing feel smoother reading website example might refresh le frequently save battery life gaming scrolling long webpage refresh really fast make everything much smootherbatterybattery life topnotch last longer i market unless playing game hour hoursthats thanks combination newer processor new screen bigger battery streamed nine hour movie example brightness still half battery leftcamerathe regular wideangle zoom ultrawideangle lens back allow light mean better taking picture darkthe hdr feature also better situation subject might lot light behind normally make people picture look dark i  keep color detail even sun right behind someoneyou get really close object like blueberry flower capture lot detail,3
money get  dream get  definitely fulfilled one day,3
pretty pink color amazing feature apple added new feels light holding happy customer redheart,3
money buy ph poor guy kind hearted person gift  model problem may god bless foldedhands foldedhands foldedhands foldedhands,3
i best,3
switch android after month use give genuine review good performance,3
save money buy  regret later smooth experience,3
everything device perfect,3
much first time using i experience good ui seamless lag free yes sometimes noticed app crashing getting refresh background camera quality superb especially videography night photo ok still see grain taking photo low light situation,2
apple never disappoints brand value great experience using product thanks amazon sameday delivery,3
need explain feature i name enoughamazon super fast delivery activated  got full yr warrantysuper fluid amazing speed nothing say,3
one con battery backup,3
happy got,2
best price range,3
present batterylife excellent morning evening average use consumes battery,3
highly responsive processor good camera crisp display,3
excellent product,3
thought i famous camera touchcamera goodnot awesome touch seem smooth know received faulty productafter day usage battery good drain fast without even usingonly day feel boringgood thing apple logo face id super accessory expensive android user good  likely hate productand bought cannot return product issue contact apple service centerso money ready buy new one next year go ahead buy,1
amazon क सथ मर दसर अनभव ह ज कपन समन क पहचन क कम करत ह व मस गइड करत ह और गलत डटल डल कर समन क सह समय पर नह पहचत ह,1
back minor scratch big problem paid full amount issue,1
 purchase  badday time charging purchase friend  company फरईड company,1
everything good except cost getting increased k daily basis republic day offer start r r,1
daily use recommended new scam i service enter old ipone much better new one,1
camera ok charging speed slow even watt charger shifting andriod opinion worth,1
costly  heating randomly also buy samsung nice front camera quality gorilla cocktailglass,1
bad experiencemy unlock button working properly time unlocking  bought  india first week launch,1
poor camera quality cam,1
bought i battery good  batteryi using  long ago  battery still good,1
battery life good draining like anything need charge daily twice hence recommend buy looking battery life another thing neither manufacturer amazon willing replace return product,2
isme koi shak nhi ki apple ka mobile sabse best hai itne costly mobile ki itni cheap packing maine sapne bhi nhi socha tha packing amazon cheap safe style plz amazon send safe packing costly breakable product order,2
likecourier agent desappointed order exchange bit tine delivery agent said existing  qualified exchange rejected  go back,1
easy use,1
screen blink kar raha hai aur return ka koi option nahi de raha hai,1
switched io android first experience find anything exciting trying settle two week enuff finally decided sell apple even provide small thing like font theme allows third party apps soso basically apple want sell kidney first get  sell part also change font etcmy x much better wifi connectivity i camera ok nothing say wow aboutoverall overrated  pricey happy switch back android,1
love i,1
received product product ok box barcode label streched showing properly,1
twise day charging,2
lekin battery thodi kam chalti hai baki koi problem nahi hai battery problem koi heavy use nahi karte fir bhi battery drop ho jati hai health percent hai,2
bought i october unfortunately encountered issue heating hanging frequently appears local model overall disappointed performance please buy i amazon,1
first excited take i went vein heating issue charging lag every app pro say even update,1
received  seal ready brocken box look like old inside product ok saw others experience seller also got brocken seal box,2
battery decreased continuously,1
hang much,1
good costly,2
item good miner screen scratched feel scratched cannot feel new product wise right,2
i good issue packing box poorly maintained packing need better order k i,2
received defective item getting option replacementgetting totally waste money daily visiting apple store,1
check apple store shipment found wrong see court,1
within month facing issue,1
camera good,1
strach screen,1
battery life poor heating,1
touch working,1
satisfied,1
good poor battery,1
bad experience,1
mobile  okey usb data cable good provide inbox thumbsdown,1
within day sim detecting,1
month since got  changing charging cable adapter non resolve issue sad part far away nearest apple service centre get get flight apple support cannot anything manufacture defect willing exchange product either apain as get charged sit next,1
doubt orginality product unable clickgood picture sound good functionality wise useful,2
seal broken  box,1
best  ever rate,2
brick cannot used calling internet access unless wifi device serious network issue one plus pro realme show network bar internet work fast enought stream multiple hd video time speed test result mbps airtel postpaid apple device show bar sometimes none cannot anything looking  kept pro i place time airtel postpaid sim card inserted oneplus get full coverage network i get bar coverage cannot used anything checked online found lot people facing network issue i series seriously would recommend anyone buy brick,1
bahut zada hang ho raha battery health bhi kam ho raha bahut jaldi mai suggest karunga aap i buy karo,1
mobile heat battery month kindly contact change product,1
fooled u exchange option entered correct imei number  want exchange delivery boy came checked exchange option exchange option worked entered code verify exchange verification failed everytime checked imei number correct verification failed fooled u,1
great camera good sound quality super screen good battery life,3
good slightly heating much good worth money,2
using  past daysmy honest reviewprosbattery back good improvedyou could get easily compete day moderate usagescreen quality good comparable super amoled displayconsscreen refresh rate low may hz strain eye scrolling web page apps good price pointeven basic android mobile give acceptable i major concharger given box need purchased additionally also good price pointat least charger branded ear piece given along box packapple improve area,2
